@relation boilerplate

@attribute Length numeric
@attribute PageProp numeric
@attribute PercText numeric
@attribute PercDiv numeric
@attribute DocMarkupProp numeric
@attribute MarkupProp numeric
@attribute PunctProp numeric
@attribute LetterProp numeric
@attribute NumberProp numeric
@attribute TagProp numeric
@attribute EmailProp numeric
@attribute UriProp numeric
@attribute HashProp numeric
@attribute YearProp numeric
@attribute AnchorProp numeric
@attribute UpperProp numeric
@attribute SentBogus numeric
@attribute SentLength numeric
@attribute SentCount numeric
@attribute Copy numeric
@attribute EndsPunct numeric
@attribute DtXhtml numeric
@attribute DtHtml4 numeric
@attribute DtHtml5 numeric
@attribute ContArticle numeric
@attribute ContSection numeric
@attribute ContDiv numeric
@attribute ContP numeric
@attribute ContH numeric
@attribute ContBlock numeric
@attribute ContTd numeric
@attribute ContLi numeric
@attribute ContClose numeric
@attribute OpenProp numeric
@attribute SkippedDivs numeric
@attribute Window1 numeric
@attribute Window2 numeric
@attribute Boiler {B,T}

@data
0.015,0.001706,0.186554,0.152047,0.061058,0.956772,0,1.071429,0,0,0,0,0,0,0.071429,0.066667,1,0.15,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.555556,0.1,0.956098,0.951781,B
0.005,0.000317,0.694272,0.211539,0.142219,0.545455,0.2,1,0,0,0,0,0,0,0.2,0.2,1,0.05,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.684211,0.5,0.554376,0.534634,B
0.005,0.000696,0.167015,0.317919,0.115091,0.992366,0,1.25,0,0,0,0,0,0,0.25,0.2,1,0.05,0.1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.6,0,0.920532,0.728771,B
0.011,0.000235,0.459907,0.574642,0.372639,0.964286,0,1.090909,0,0,0,0,0,0,0.090909,0,1,0.11,0.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.615385,0.3,0.342821,0.464026,T
0.009,0.002901,0.84107,0.604167,0.145668,0.902174,0,0.625,0.5,0,0,0,0,0.125,0.125,0.2,1,0.09,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.908268,0.902693,B
0.009,0.002867,0.766486,0.454546,0.067225,0.901099,0,1.111111,0,0,0,0,0,0,0.111111,0.1,1,0.09,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.15,0.894008,0.899499,B
0.014,0.006079,0.464177,0.084746,0.069064,0.72549,0.071429,0.846154,0,0,0,0,0,0,0.076923,0.636364,1,0.14,0.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.705882,0.2,0.46814,0.618049,B
0.016,0.002133,0.931218,0.972603,0.098481,0.928251,0.0625,1,0,0,0,0,0,0,0,0,1,0.16,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.555556,0.1,0.675187,0.61369,B
0.007,0.000149,0.958402,0.709612,0.372639,0.932692,0,1.142857,0,0,0,0,0,0,0.142857,0.125,1,0.07,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.05,0.932811,0.898478,B
0.013,0.002478,0.991424,0.946667,0.09079,0.816901,0,1.076923,0,0,0,0,0,0,0.076923,0.071429,1,0.13,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.888874,0.90953,B
0.011,0.000993,0.50149,0.628959,0.078185,0.904348,0.090909,0.8,0.2,0,0,0,0,0,0.1,0.125,1,0.11,0.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.583333,0.3,0.742983,0.664907,B
0.101,0.051689,0.810133,0.714286,0.099867,0.847432,0.009901,1,0,0,0,0,0,0,0.064516,0.075269,1,1,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.05,0.684355,0.633647,B
0.008,0.000171,0.990822,0.97137,0.372639,0.887324,0,1.125,0,0,0,0,0,0,0.125,0.111111,1,0.08,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.25,0.883042,0.881535,B
0.015,0.008542,0.96754,0.878788,0.086806,0.83871,0,1.071429,0,0,0,0,0,0,0.071429,0.133333,1,0.15,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.846076,0.812695,B
0.002,0.000181,0.502664,0.638009,0.078185,0.991266,0,0,2,0,0,0,0,0,5,0,1,0.02,0.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.575758,0.7,0.676916,0.497921,B
0.064,0.039312,0.616708,0.333333,0.063651,0.189873,0.015625,1,0,0,0,0,0,0,0,0.090909,0,0.64,0.1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.538462,0.15,0.372453,0.380615,T
0.018,0.012596,0.083275,0.206897,0.106825,0.867647,0,1.058824,0,0,0,0,0,0,0.058824,0.055556,1,0.18,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.430309,0.366957,T
0.026,0.00939,0.364392,0.333333,0.093718,0.133333,0,1.04,0,0,0,0,0,0,0,0.038462,1,0.26,0.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.75,0.1,0.254215,0.197548,T
0.004,0.000697,0.599025,0.356784,0.12121,0.960784,0,1.25,0,0,0,0,0,0,0.25,0.2,1,0.04,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.05,0.963856,0.945768,B
0.056,0.021076,0.260068,0.121951,0.085357,0.873589,0.053571,0.957447,0,0,0,0,0,0,0.021277,0.111111,0,0.56,0.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.454546,0.15,0.90292,0.872585,B
0.015,0.001354,0.832506,0.692308,0.078185,0.931193,0,1.076923,0,0,0,0,0,0,0.076923,0.142857,1,0.15,0.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.625,0.1,0.906737,0.764101,B
0.009,0.006298,0.887334,0.793104,0.106825,0.907217,0,1.111111,0,0,0,0,0,0,0.111111,0.1,1,0.09,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.876627,0.865464,B
0.013,0.000824,0.563617,0.221154,0.142219,0.31579,0.153846,0.833333,0.083333,0,0,0,0,0,0,0.1,1,0.13,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.05,0.722987,0.668346,B
0.011,0.003587,0.941637,0.849462,0.05453,0.89,0,1.1,0,0,0,0,0,0,0.1,0.090909,1,0.11,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.65,0.901989,0.793414,B
0.007,0.000149,0.794741,0.190184,0.372639,0.976589,0,1.142857,0,0,0,0,0,0,0.142857,0.125,1,0.07,0.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.714286,0.05,0.499736,0.410054,T
0.019,0.002155,0.8284,0.756757,0.076525,0.9375,0,1.0625,0,0,0,0,0,0,0.0625,0.117647,1,0.19,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.15,0.559722,0.498435,T
0.026,0.003619,0.337509,0.121387,0.115091,0.726316,0.076923,0.913044,0,0,0,0,0,0,0.043478,0.095238,1,0.26,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.05,0.825217,0.842439,B
0.057,0.011051,0.140946,0.470588,0.083775,0.25974,0.052632,0.836735,0.122449,0,0,0,0,0.020408,0,0.04878,0,0.28,0.2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.695652,0.35,0.431793,0.382338,B
0.013,0.004695,0.094619,0.101449,0.093718,0.970184,0,1.076923,0,0,0,0,0,0,0.076923,0.071429,1,0.13,0.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.666667,0.1,0.669307,0.615526,T
0.013,0.004191,0.555448,0.229167,0.145668,0.901515,0.153846,0.727273,0.181818,0,0,0,0,0,0.090909,0.125,1,0.13,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.881219,0.886544,B
0.016,0.001975,0.778573,0.736842,0.558797,0.272727,0.25,0,0.8,0,0,0,0,0.066667,0,0,1,0.16,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.05,0.227036,0.218278,B
0.021,0.002923,0.9119,0.849711,0.115091,0.852113,0.095238,0.944444,0,0,0,0,0,0,0.055556,0.235294,1,0.21,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.05,0.875386,0.872757,B
0.016,0.000383,0.898411,0.897059,0.688759,0.272727,0.25,0,0.8,0,0,0,0,0.066667,0,0,1,0.16,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.05,0.340213,0.354213,B
0.012,0.00188,0.725251,0.61745,0.059297,0.781818,0,1.083333,0,0,0,0,0,0,0.083333,0.076923,1,0.12,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.555556,0.15,0.742294,0.765657,B
0.094,0.01245,0.204238,0.309942,0.143307,0.040816,0.031915,0.875,0.1,0,0,0,0,0.025,0,0.071429,1,0.94,0.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5,0.05,0.335171,0.472475,T
0.011,0.002812,0.537065,0.033708,0.055452,0.912698,0.090909,1,0,0,0,0,0,0,0.090909,0.181818,1,0.11,0.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.333333,0.1,0.923677,0.903775,B
0.018,0.003135,0.242989,0.58794,0.12121,0.886076,0,1.058824,0,0,0,0,0,0,0.058824,0.111111,1,0.18,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.571429,0.1,0.879389,0.840654,B
0.912,0.509497,0.055866,0.272727,0.141379,0.767406,0.073465,0.701456,0.218447,0,0,0,0,0.018204,0.018204,0.058824,0,1,0.2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.507463,0.05,0.820776,0.792658,B
0.068,0.013183,0.322606,0.058824,0.083775,0.209302,0.029412,0.967213,0,0,0,0,0,0,0,0.084746,1,0.68,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.4,0.15,0.626809,0.742194,B
0.005,0.000408,0.980514,0.92126,0.199733,0.913793,0,1.2,0,0,0,0,0,0,0.2,0.166667,1,0.05,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.815467,0.845235,B
0.017,0.001077,0.679825,0.125,0.142219,0.933071,0.235294,0,0.8,0,0,0,0,0.066667,0.133333,0,1,0.17,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.72,0.25,0.951347,0.84144,B
0.013,0.002434,0.682269,0.37931,0.130577,0.855556,0,0.75,0.333333,0,0,0,0,0.083333,0.083333,0.111111,1,0.13,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.869534,0.874448,B
0.008,0.001062,0.090547,0.546468,0.057014,0.942029,0,1.125,0,0,0,0,0,0,0.125,0.111111,1,0.08,0.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.545455,0.15,0.892723,0.919428,B
0.017,0.000557,0.933169,0.871859,0.124909,0.948171,0,0.769231,0.307692,0,0,0,0,0,0.153846,0,1,0.17,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.444444,0.1,0.958584,0.958148,B
0.02,0.003133,0.698622,0.577181,0.059297,0.71831,0,1.05,0,0,0,0,0,0,0.05,0.047619,1,0.2,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.555556,0.15,0.71292,0.737897,B
0.008,0.001524,0.900152,0.708029,0.078518,0.822222,0,1.125,0,0,0,0,0,0,0.125,0.111111,1,0.08,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.571429,0.1,0.786341,0.790295,B
0.006,0.000675,0.571187,0.011236,0.204927,0.454546,0,1.166667,0,0,0,0,0,0,0,0.142857,1,0.06,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5,0.3,0.583818,0.599035,B
0.087,0.011551,0.51102,0.873606,0.057014,0.660156,0.091954,0.909091,0,0,0,0,0,0,0.012987,0.114286,1,0.87,0.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.695652,0.1,0.539436,0.522976,B
0.015,0.001877,0.923529,0.647059,0.121475,0.94465,0,1.076923,0,0,0,0,0,0,0,0.142857,1,0.15,0.1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.4,0.15,0.832647,0.831035,B
0.033,0.003839,0.836552,0.895349,0.111294,0.880435,0.030303,1,0,0,0,0,0,0,0.034483,0.137931,1,0.33,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.6,0.05,0.874923,0.775688,B
0.017,0.001978,0.215798,0.267442,0.111294,0.903409,0.235294,0,0.8,0,0,0,0,0.066667,0.066667,0,1,0.17,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.526316,0.55,0.689941,0.613726,B
0.016,0.002119,0.979868,0.976608,0.143307,0.936,0.0625,0.666667,0.333333,0,0,0,0,0,0.166667,0.125,1,0.16,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.538462,0.1,0.898027,0.730923,B
0.008,0.000667,0.946455,0.755556,0.391204,0.384615,0,1.125,0,0,0,0,0,0,0.125,0.111111,1,0.08,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7,0.25,0.52972,0.616895,B
0.022,0.002702,0.090284,0.287671,0.087217,0.828125,0,1.052632,0,0,0,0,0,0,0.052632,0.35,1,0.22,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.812677,0.769486,B
0.102,0.003343,0.616388,0.427136,0.124909,0.358491,0.068627,0.930233,0,0,0,0,0,0,0,0.0125,0,1,0.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.501326,0.580873,T
0.014,0.003579,0.482618,0.044944,0.055452,0.893939,0.142857,0.916667,0,0,0,0,0,0,0.083333,0.363636,0,0.14,0.1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.555556,0.1,0.740733,0.711107,B
0.008,0.007968,0,0.388889,0.040316,0.936508,0,1.125,0,0,0,0,0,0,0.125,0.111111,1,0.08,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.6,0.1,0.631874,0.601769,B
0.019,0.004857,0.158742,0.382023,0.055452,0.947222,0,1.0625,0,0,0,0,0,0,0.0625,0.117647,1,0.19,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.75,0.45,0.661643,0.66722,T
0.006,0.002254,0.633358,0.285714,0.048102,0.95,0.5,0.666667,0,0,0,0,0,0,0.166667,0,1,0.06,0.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5,0.05,0.44784,0.453676,B
0.009,0.001192,0.689934,0.157895,0.143307,0.898876,0,0.625,0.5,0,0,0,0,0.125,0.125,0.2,1,0.09,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.908879,0.90328,B
0.735,0.061301,0.35221,0.155556,0.391204,0.025199,0.073469,0.843602,0.07267,0,0,0,0,0.00158,0,0.074906,0,1,0.7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.666667,0.05,0.060491,0.052992,T
0.01,0.000328,0.633694,0.663317,0.124909,0.969325,0,1,0,0,0,0,0,0,0.111111,0.111111,1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.666667,0.05,0.904895,0.819115,T
0.043,0.001409,0.19905,0.30402,0.124909,0.590476,0.069767,0.945946,0,0,0,0,0,0,0,0,1,0.43,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.619048,0.57417,T
0.047,0.005556,0.782126,0.758389,0.221753,0.632813,0.021277,1,0,0,0,0,0,0,0.025,0.1,1,0.47,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.333333,0,0.696311,0.67063,B
0.001,0.000133,0.792722,0.561644,0.098481,0.989247,0,0,1,0,0,0,0,0,0,0,1,0.01,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.9921,0.993032,B
0.007,0.001789,0.73543,0.741573,0.055452,0.416667,0,1.142857,0,0,0,0,0,0,0,0.125,1,0.07,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.744709,0.780159,B
0.015,0.001998,0.93939,0.70297,0.137529,0.926108,0.066667,1,0,0,0,0,0,0,0.066667,0.066667,1,0.15,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.943765,0.938068,B
0.067,0.014521,0.463589,0.243243,0.12911,0.674757,0.014925,0.964286,0.035714,0,0,0,0,0,0.035714,0.203704,1,0.67,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.545455,0.15,0.667183,0.592124,B
0.022,0.010582,0.856662,0.559322,0.07411,0.758242,0,1.05,0,0,0,0,0,0,0.05,0.095238,1,0.22,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.333333,0,0.762821,0.773546,B
0.013,0.002036,0.236999,0.557047,0.059297,0.77193,0,1.076923,0,0,0,0,0,0,0.076923,0.071429,1,0.13,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.555556,0.15,0.8109,0.799012,B
0.011,0.003546,0.633462,0.041667,0.145668,0.885417,0,0.7,0.4,0,0,0,0,0.1,0.1,0.142857,1,0.11,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.880173,0.783623,B
0.03,0.01443,0.143819,0.457627,0.07411,0.833333,0,1.038462,0,0,0,0,0,0,0.076923,0.148148,1,0.3,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.466667,0.4,0.477935,0.575781,B
0.117,0.073354,0.926646,0.948718,0.206206,0.556818,0.076923,0.765306,0.122449,0,0,0,0,0.010204,0.030612,0.12,0,0.39,0.3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.545455,0,0.616826,0.481459,B
0.02,0.01992,0.557769,0.5,0.040316,0.775281,0.1,0.95,0,0,0,0,0,0,0.05,0.105263,1,0.2,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.800399,0.830453,B
0.007,0.000796,0.098965,0.005848,0.061058,0.978528,0,1.166667,0,0,0,0,0,0,0.166667,0.142857,1,0.07,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.545455,0.2,0.952758,0.948251,B
0.043,0.001409,0.849721,0.648241,0.124909,0.57,0.116279,0.833333,0.055556,0,0,0,0,0,0,0.033333,0,0.43,0.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.518483,0.596695,T
0.007,0.00223,0.837847,0.619835,0.067225,0.907895,0,1.142857,0,0,0,0,0,0,0.142857,0.125,1,0.07,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.15,0.872315,0.893539,B
0.178,0.015362,0.306292,0.083333,0.63407,0.359712,0.162921,0.801325,0,0,0,0,0,0,0,0.016529,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.666667,0.05,0.289016,0.30117,B
0.004,0.000126,0.412139,0.321267,0.455538,0.555556,0,1.25,0,0,0,0,0,0,0,0.2,1,0.04,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.333333,0.05,0.447812,0.424242,B
0.652,0.221693,0.247875,0,0.423166,0.333333,0.032209,0.938272,0.026455,0,0,0,0,0.001764,0.003527,0.075188,0,1,0.3,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0.666667,0,0.189003,0.313032,T
0.004,0.000126,0.287593,0.149321,0.455538,0.555556,0,1.25,0,0,0,0,0,0,0,0.2,1,0.04,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.666667,0.1,0.603098,0.507997,B
0.018,0.003149,0.588595,0.285714,0.126125,0.888199,0,0.9375,0,0,0,0,0,0,0.0625,0.133333,1,0.18,0.1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0.05,0.650535,0.676938,B
0.093,0.011479,0.819674,0.552632,0.558797,0.138889,0.053763,0.947368,0,0,0,0,0,0,0,0.097222,0,0.93,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.1,0.280063,0.322583,T
0.015,0.003566,0.602235,0.603448,0.078333,0.84375,0.133333,0.538462,0.384615,0,0,0,0,0.076923,0.076923,0.142857,1,0.15,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.854793,0.776923,B
0.092,0.003015,0.018945,0.115578,0.124909,0.38255,0.021739,0.987342,0,0,0,0,0,0,0,0.076923,1,0.92,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.542703,0.62445,T
0.006,0.002641,0.762324,0.217391,0.409739,0.777778,0,1.166667,0,0,0,0,0,0,0,0.142857,1,0.06,0.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5,0.05,0.575158,0.379454,B
0.039,0.003253,0.950375,0.777778,0.391204,0.704545,0.051282,0.6875,0.28125,0,0,0,0,0,0,0.181818,1,0.39,0.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.75,0.05,0.53435,0.446142,B
0.007,0.000444,0.732417,0.269231,0.142219,0.953947,0,0.833333,0.333333,0,0,0,0,0,0.166667,0,1,0.07,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.571429,0.1,0.752095,0.817716,B
0.213,0.018383,0.210753,0,0.63407,0.362276,0.061033,0.934783,0,0,0,0,0,0,0,0.052326,0,1,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.05,0.262441,0.321073,T
0.106,0.038281,0.961719,1,0.093718,0.242857,0.018868,0.989362,0,0,0,0,0,0,0.021277,0.064516,0,0.53,0.2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.631579,0.35,0.43256,0.468801,B
0.01,0.001138,0.726766,0.695907,0.061058,0.940828,0,1.111111,0,0,0,0,0,0,0.111111,0.2,1,0.1,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.934798,0.921632,B
0.03,0.006737,0.498316,0.310345,0.311355,0.166667,0.1,0.928571,0,0,0,0,0,0,0,0.038462,1,0.3,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.384121,0.307892,B
0.423,0.203463,0.445406,0.254237,0.07411,0.280612,0.026005,0.964674,0.008152,0,0,0,0,0,0.002717,0.059155,0,1,0.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.777778,0.1,0.383795,0.475056,T
0.007,0.000444,0.930237,0.778846,0.142219,0.987698,0.142857,1,0,0,0,0,0,0,0.333333,0,1,0.07,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.571429,0.05,0.988403,0.97241,B
0.015,0.001158,0.795555,0.483871,0.295,0.807692,0,1,0,0,0,0,0,0,0.083333,0.166667,1,0.15,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.654385,0.577657,B
0.017,0.000557,0.951983,0.922111,0.124909,0.948171,0.176471,0.5,0.333333,0,0,0,0,0,0.166667,0.166667,1,0.17,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.444444,0.1,0.962198,0.958224,B
0.014,0.001217,0.288074,0.360465,0.23703,0.883333,0.142857,0.692308,0.230769,0,0,0,0,0,0.076923,0.111111,1,0.14,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.850595,0.846262,B
0.009,0.000192,0.795083,0.194274,0.372639,0.357143,0,1.111111,0,0,0,0,0,0,0,0,1,0.09,0.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.333333,0.1,0.461598,0.50356,B
0.028,0.015945,0.601367,0.272727,0.086806,0.819355,0.071429,0.478261,0.434783,0,0,0,0,0.043478,0,0.181818,1,0.28,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.6,0.05,0.531516,0.621186,B
0.007,0.001224,0.959944,0.8,0.126125,0.897059,0,1.142857,0,0,0,0,0,0,0.142857,0.125,1,0.07,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.05,0.88838,0.81455,B
0.001,0.000256,0.713446,0.539326,0.055452,0.833333,0,0,2,0,0,0,0,0,0,0,1,0.01,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.883469,0.755081,B
0.01,0.003611,0.451065,0.304348,0.093718,0.677419,0,1.1,0,0,0,0,0,0,0,0.090909,1,0.1,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.480557,0.51189,B
0.011,0.003504,0.859509,0.68595,0.067225,0.869048,0.090909,1,0,0,0,0,0,0,0.090909,0.363636,1,0.11,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.15,0.890852,0.893363,B
0.002,0.00141,0.198872,0.4375,0.118493,0.714286,0.5,0,1,0,0,0,0,0,0,0,1,0.02,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.556277,0.619481,B
0.169,0.013043,0.077796,0.010753,0.295,0.199052,0.035503,0.952055,0.006849,0,0,0,0,0,0.006849,0.064748,0,0.84,0.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5,0.05,0.161011,0.288527,T
0.011,0.002218,0.220206,0.2,0.067652,0.919708,0,1.1,0,0,0,0,0,0,0,0.090909,1,0.11,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.529412,0.35,0.856248,0.794123,B
0.649,0.086453,0.440123,0.60396,0.137529,0.013678,0.023112,0.975439,0,0,0,0,0,0,0,0.055755,0,1,0.4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.5,0.05,0.59236,0.554017,T
0.019,0.002523,0.564126,0.39777,0.057014,0.870748,0,1.058824,0,0,0,0,0,0,0.058824,0.111111,1,0.19,0.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.545455,0.15,0.892395,0.901872,B
0.027,0.000885,0.027368,0.10804,0.124909,0.678571,0.111111,0.913044,0,0,0,0,0,0,0,0.047619,1,0.27,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.53292,0.556158,T
0.006,0.004231,0.22567,0.515625,0.118493,0.454546,0,0,1.166667,0,0,0,0,0,0,0,1,0.06,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.627706,0.576623,B
0.005,0.000107,0.703007,0.063395,0.372639,0.545455,0.2,0,0.6,0,0,0,0,0,0,0,1,0.05,0.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5,0.05,0.37669,0.342937,B
0.108,0.035214,0.05119,0.16129,0.05453,0.478261,0.027778,0.975904,0,0,0,0,0,0,0,0.049383,0,1,0.1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.05,0.690374,0.599336,B
0.057,0.004647,0.956869,0.637795,0.199733,0.561539,0.017544,1,0,0,0,0,0,0,0.019608,0.137255,1,0.57,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.454546,0.25,0.522055,0.651735,B
0.106,0.040381,0.777524,0.571429,0.04097,0.101695,0.037736,0.923077,0.043956,0,0,0,0,0.010989,0,0.083333,0,1,0.1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.5,0.05,0.446026,0.616374,T
0.12,0.024198,0.177254,0.2,0.067652,0.502075,0.033333,0.96875,0,0,0,0,0,0,0,0,0,1,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.714286,0.15,0.707573,0.80542,T
0.062,0.001955,0.319376,0.339367,0.455538,0.101449,0.048387,0.912281,0.052632,0,0,0,0,0,0,0.153846,1,0.62,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.666667,0.05,0.378406,0.303109,B
